ticket_id,channel,customer_message,sentiment_label,word_count,urgent_flag,text_length,cleaned_text
TKT00519,social,The response from the team was helpful and professional. My ticket number is 17034. I appreciate the quick response.,positive,19,0,19,the response from the team was helpful and professional my ticket number is  i appreciate the quick response
TKT00520,social,I am very unhappy because my mobile app has not worked since after the recent update. My ticket number is 28058.,negative,21,0,21,i am very unhappy because my mobile app has not worked since after the recent update my ticket number is 
TKT00521,email,The response from the team was helpful and professional. My ticket number is 79583.,positive,14,0,14,the response from the team was helpful and professional my ticket number is 
TKT00522,chat,I want to understand the warranty terms for this product.,neutral,10,0,10,i want to understand the warranty terms for this product
TKT00523,social,Please tell me how to update my account details. My ticket number is 48621. Please respond as soon as possible.,neutral,20,1,20,please tell me how to update my account details my ticket number is  please respond as soon as possible
TKT00524,chat,My refund is still pending and this experience is frustrating.,negative,10,0,10,my refund is still pending and this experience is frustrating
TKT00525,email,I am satisfied with the plan and would recommend it to others.,positive,12,0,12,i am satisfied with the plan and would recommend it to others
TKT00526,email,The service plan is working well and I am happy with the service. My ticket number is 65898.,positive,18,0,18,the service plan is working well and i am happy with the service my ticket number is 
TKT00527,chat,My refund is still pending and this experience is frustrating. My ticket number is 21761.,negative,15,0,15,my refund is still pending and this experience is frustrating my ticket number is 
TKT00528,social,I want to cancel because the service quality is poor and unreliable. My ticket number is 13848.,negative,17,1,17,i want to cancel because the service quality is poor and unreliable my ticket number is 
TKT00529,phone,The service plan is working well and I am happy with the service.,positive,13,0,13,the service plan is working well and i am happy with the service
TKT00530,phone,I am very unhappy because my account has not worked since last week.,negative,13,1,13,i am very unhappy because my account has not worked since last week
TKT00531,chat,Can you share the status of my router request? My ticket number is 57965.,neutral,14,0,14,can you share the status of my router request my ticket number is 
TKT00532,email,The response from the team was helpful and professional. My ticket number is 83181.,positive,14,0,14,the response from the team was helpful and professional my ticket number is 
TKT00533,chat,Please provide the steps to activate tracking.,neutral,7,0,7,please provide the steps to activate tracking
TKT00534,app,The delivery was smooth and the product quality is excellent.,positive,10,0,10,the delivery was smooth and the product quality is excellent
TKT00535,social,The refund process was fast and convenient.,positive,7,0,7,the refund process was fast and convenient
TKT00536,chat,The refund process was fast and convenient. My ticket number is 71221.,positive,12,0,12,the refund process was fast and convenient my ticket number is 
TKT00537,social,I need information about the payment process.,neutral,7,0,7,i need information about the payment process
TKT00538,phone,The product quality is bad and I regret purchasing it. My ticket number is 51052.,negative,15,0,15,the product quality is bad and i regret purchasing it my ticket number is 
TKT00539,phone,Billing is incorrect and I was charged twice this month. My ticket number is 54076.,negative,15,1,15,billing is incorrect and i was charged twice this month my ticket number is 
TKT00540,app,I want to understand the warranty terms for this product. Please respond as soon as possible.,neutral,16,1,16,i want to understand the warranty terms for this product please respond as soon as possible
TKT00541,chat,Can you confirm whether my ticket has been assigned? My ticket number is 90276.,neutral,14,0,14,can you confirm whether my ticket has been assigned my ticket number is 
TKT00542,phone,I would like to know more about the available plans. My ticket number is 97646.,neutral,15,0,15,i would like to know more about the available plans my ticket number is 
